Country,ISO,Year,January,February,March,April,May,Heatwave
Albania,ALB,2004,6.7,8.5,11.7,15.8,17.6,1
Albania,ALB,2005,6.6,6.4,10.9,14.1,20.4,0
Albania,ALB,2006,5.5,7.8,10.8,15.3,18.8,0
Albania,ALB,2007,7.06,8.32,10.9,14.52,18.76,1
Albania,ALB,2008,5.4,7.02,10,13.4,17.94,0
Albania,ALB,2009,9.1,8,11,16.2,20.8,0
Albania,ALB,2010,7.4,9.3,12.3,16.7,19.4,0
Albania,ALB,2011,6.4,8,10.7,14.5,18.2,0
Albania,ALB,2013,7.3,8.5,11.1,15.2,19,0
Albania,ALB,2014,9.6,10.4,11.3,13.7,17.2,0
Albania,ALB,2015,6.2,7.8,10.8,13.2,19.3,0
Albania,ALB,2016,7.3,11.8,11.4,16,17.7,0
Albania,ALB,2017,3.8,9.8,12.2,13.9,18.6,0
Albania,ALB,2018,7.6,8.5,12,17.2,20.7,0
Albania,ALB,2019,3.95,7.725,12.3,14.575,15.75,0
Albania,ALB,2020,4.775,8.425,11.5,13.25,18.075,0
Albania,ALB,2021,6.675,7.88,9.2,11.51,17.91,0
Algeria,DZA,1991,12.3,11.925,14.62857143,13.9,15.78333333,0
Algeria,DZA,1992,10.07142857,11.08571429,12.63333333,14.625,18.0625,0
Algeria,DZA,1993,10.4125,10.95555556,12.675,15.18888889,18.95555556,0
Algeria,DZA,1994,12.125,12.5,14.4,14.0375,19.9125,0
Algeria,DZA,1995,11.74285714,13.94285714,13.36666667,14.54444444,19.75,0
Algeria,DZA,1996,14.2,11.6625,13.68333333,15.8875,18.28571429,0
Algeria,DZA,1997,13.575,12.94444444,13.1625,15.775,20.2125,0
Algeria,DZA,1998,12.31428571,12.825,13.9625,16.4,18.4,0
Algeria,DZA,1999,11.9,10.4375,14.45,15.9125,20.6625,0
Algeria,DZA,2000,9.5375,12.475,14.225,16.8,20.1125,0
Algeria,DZA,2001,12.575,11.775,17.225,15.725,18.65,0
Algeria,DZA,2002,11.33333333,12.3125,14.66,15.87777778,19.23333333,0
Algeria,DZA,2003,11.91111111,11.21,14.39,16.62222222,18.94444444,1
Algeria,DZA,2004,12.31111111,13.12222222,13.72222222,14.62,17.33333333,0
Algeria,DZA,2005,9.59,9.73,13.2,16.08,19.96666667,0
Algeria,DZA,2006,10.875,11.51111111,14.66666667,17.86666667,20.68,0
Algeria,DZA,2007,13.0375,14.1125,13.625,16.425,19.8625,0
Algeria,DZA,2008,12.6,13.21,13.43,17.02,19.22,0
Algeria,DZA,2009,12.15,11.62222222,13.21111111,15.11,20.55,0
Algeria,DZA,2010,12.81,14.03,14.5,16.27,18.22222222,0
Algeria,DZA,2011,12.36,11.93,14.3,17.12,19.29,0
Algeria,DZA,2012,11.83333333,8.611111111,13.78888889,16.2,18.82222222,0
Algeria,DZA,2013,12.16666667,10.81111111,15.14444444,15.9375,17.8375,0
Algeria,DZA,2014,13.4625,13.7,13.3875,17.2125,18.6625,0
Algeria,DZA,2015,10.875,10.45,13.35,16.72,20.48,0
Algeria,DZA,2016,13.28,12.875,13.6,16.46,18.725,0
Algeria,DZA,2017,10.95,14.2,15.44285714,16.94285714,20.125,0
Algeria,DZA,2018,13.05,11.26666667,14.73333333,16.91666667,18.41428571,0
Algeria,DZA,2019,11.2125,11.9375,14.175,15.7125,18.2875,0
Algeria,DZA,2020,12.14285714,13.81428571,14.77142857,16.72857143,20.51428571,0
Algeria,DZA,2021,12.82857143,14.8625,13.75,16.1875,19.8125,0
Austria,AUT,1990,-1.1,3.9,7.6,7.7,15.3,0
Austria,AUT,1991,0.4,-3.5,6.1,7.9,10.4,0
Austria,AUT,1992,0.2,2,4.9,8.5,15.3,0
Austria,AUT,1993,1.5,-2.6,2.8,10.2,16.4,0
Austria,AUT,1994,2.6,0.3,7.7,8.5,14.3,0
Austria,AUT,1995,-1,4.7,3.5,9.8,14.1,0
Austria,AUT,1996,-3.8,-3.4,1,8.6,14.2,0
Austria,AUT,1997,-3.8,2.7,5.6,6.5,14.8,0
Austria,AUT,1998,0.7,3.2,4.7,10.1,15.3,0
Austria,AUT,1999,0.4,-0.6,5.7,9.7,15.2,0
Austria,AUT,2000,-1.9,3.9,5.7,11.6,16.3,0
Austria,AUT,2001,-1.7,1.7,6.4,8.1,16.8,0
Austria,AUT,2002,-0.6,5,6,8.6,15.7,0
Austria,AUT,2003,-1.6,-3.8,5.5,9,16.2,1
Austria,AUT,2004,-1.6,2.1,3.3,10.2,12.9,0
Austria,AUT,2005,0.2,-2.3,3,9.8,14.5,0
Austria,AUT,2006,-5.3,-1.8,1.9,9.9,13.8,0
Austria,AUT,2007,4.8,4.6,6.4,12.7,15.5,1
Austria,AUT,2008,1.6,3.4,5.1,8.8,15.25,0
Austria,AUT,2009,-1.95,0.15,4.3,13.55,15.1,0
Austria,AUT,2010,-1.95,-0.6,3.9,10,13.1,0
Austria,AUT,2011,0.6,0.4,6,12.4,15.1,0
Austria,AUT,2012,1.85,2.7,6.9,9.8,15.7,0
Austria,AUT,2013,0.1,0.85,3.5,10.3,13.65,0
Austria,AUT,2014,0.6,3.4,7.8,11.15,13.2,0
Austria,AUT,2015,2,0.4,5.7,9.9,14.1,0
Austria,AUT,2016,-0.3,4.55,5.3,9.7,13.9,0
Austria,AUT,2017,-4.8,2.5,8.1,8.7,15.45,0
Austria,AUT,2018,3.4,-1.45,2.6,14.5,17.3,0
Austria,AUT,2019,-1.025,2,7.4,9.825,10.7125,1
Austria,AUT,2020,0.3,4.1625,5.9,10.5125,11.7375,0
Austria,AUT,2021,-1.0375,1.575,4.8,6.2375,10.775,0
Bangladesh,BGD,1995,17.43333333,20.8,25.03333333,29.82,30.43333333,0
Bangladesh,BGD,1997,17.68333333,20.1,26.1,25.8,28.82857143,0
Bangladesh,BGD,1998,16.8,21.47142857,23.38333333,27.22857143,28.85714286,0
Bangladesh,BGD,1999,18.9,22.15714286,26.5,29.92857143,28.77142857,0
Bangladesh,BGD,2000,16.34285714,19.44285714,23.61428571,26.9,27.42857143,0
Bangladesh,BGD,2001,16.84285714,20.85714286,25.08571429,28.12857143,27.71666667,0
Bangladesh,BGD,2006,17.6,23.41428571,25.65714286,27.51428571,28.31428571,0
Bangladesh,BGD,2007,16.8,20.4,24.34285714,27.6,29.45,0
Bangladesh,BGD,2009,18.51428571,21.58571429,25.21428571,28.77142857,28.42857143,0
Bangladesh,BGD,2010,16.3,21.0125,27.05714286,29.15714286,28.82857143,0
Bangladesh,BGD,2012,16.7375,19.425,25.73333333,26.7875,29.0625,0
Bangladesh,BGD,2013,14.65,20.025,24.9875,27.4375,27.225,0
Bangladesh,BGD,2014,15.9875,18.55,24.2,28.65,28.9875,0
Bangladesh,BGD,2019,19,19.86666667,24.16666667,27.22222222,29.2,0
Bangladesh,BGD,2020,16.53333333,19.02222222,24.45555556,26.66666667,27.9,0
Bangladesh,BGD,2021,17.07777778,20.12,26.11,28.6,28.55,0
Belgium,BEL,1990,5.2,7.9,8.7,8.9,14.9,0
Belgium,BEL,1991,3.4,0,9.5,8.9,10.4,0
Belgium,BEL,1992,2.6,5,7.3,9.2,15.7,0
Belgium,BEL,1993,5.6,2.2,6.8,11.8,14.9,0
Belgium,BEL,1994,4.8,2.8,7.8,9,12.9,0
Belgium,BEL,1995,4,6.8,5.7,9.1,13.6,0
Belgium,BEL,1996,2.1,1.3,3.9,10.7,11.1,0
Belgium,BEL,1997,-0.2,6.5,8.6,8.5,13.3,0
Belgium,BEL,1998,4.4,6.2,7.7,9.3,15.6,0
Belgium,BEL,1999,5.4,3.1,7.9,10.1,15,0
Belgium,BEL,2000,4,5.9,7.1,10.5,15.1,0
Belgium,BEL,2001,3.4,4.8,6.5,8.5,15.1,0
Belgium,BEL,2002,4.6,7.1,7.8,9.9,13.6,0
Belgium,BEL,2003,2.3,2.8,8.8,10.7,13.9,1
Belgium,BEL,2005,5.5,2.9,7.2,10.1,13.4,0
Belgium,BEL,2006,1.7,2.3,4.5,9.05,14.2,1
Belgium,BEL,2007,7.2,6.8,8,14.3,13.9,0
Belgium,BEL,2008,6.45,6.1,6.3,8.75,15.7,0
Belgium,BEL,2009,0.75,3.6,6.7,11.35,13.55,0
Belgium,BEL,2010,0.4,2.5,6.7,9.133333333,10.65,0
Belgium,BEL,2011,4,5.566666667,7.7,13.2,14,0
Belgium,BEL,2012,5.3,0.95,8.9,8.1,13.3,0
Belgium,BEL,2013,2,1.4,3,8.333333333,10.75,0
Belgium,BEL,2014,6,6.525,9.3,11.7,13.5,0
Belgium,BEL,2016,5.1,4.5,5.2,8.6,13.7,0
Belgium,BEL,2017,1.1,5.85,9.5,8.7,14.55,0
Belgium,BEL,2018,6,1.25,5.5,11.9,16.3,1
Belgium,BEL,2019,3.733333333,6.775,8.5,10.575,11.9,1
Belgium,BEL,2019,3.733333333,6.775,8.5,10.575,11.9,1
Belgium,BEL,2019,3.733333333,6.775,8.5,10.575,11.9,1
Belgium,BEL,2020,6.266666667,7.42,7.1,11.825,13.9,1
Belgium,BEL,2021,3.611111111,5,7.1,6.888888889,11.38888889,0
"Bolivia, Plurinational State of",BOL,1997,27.21428571,26.55714286,26.67142857,26.5875,26.24,0
"Bolivia, Plurinational State of",BOL,2000,27.0625,27.03333333,26.6625,27.05,25.92,0
"Bolivia, Plurinational State of",BOL,2001,26.76,26.9,26.6625,26.84444444,24.7625,0
"Bolivia, Plurinational State of",BOL,2002,27.55555556,26.85555556,27.95,27.15555556,26.5,0
"Bolivia, Plurinational State of",BOL,2003,27.54444444,26.88888889,26.95555556,26.42222222,26.81428571,0
"Bolivia, Plurinational State of",BOL,2004,27.01428571,26.625,27.8,27.43333333,23.1,0
"Bolivia, Plurinational State of",BOL,2005,28.34285714,27.21428571,27.74285714,26.4,26.71428571,0
"Bolivia, Plurinational State of",BOL,2006,26.91111111,27.08888889,27.7,26.44444444,23.03333333,0
"Bolivia, Plurinational State of",BOL,2007,27.6,26.9,27.26666667,27.0375,23.65714286,0
"Bolivia, Plurinational State of",BOL,2008,26.81111111,26.74444444,26.56666667,26.31111111,24.26666667,0
"Bolivia, Plurinational State of",BOL,2009,27.07777778,26.45,26.97,26.76,25.9,0
"Bolivia, Plurinational State of",BOL,2010,27.07,27.48,28.2,27.12,24.76,0
"Bolivia, Plurinational State of",BOL,2011,26.74444444,26.38888889,26.74444444,27.08,25.33,0
"Bolivia, Plurinational State of",BOL,2012,26.97777778,26.26666667,26.9375,26.9,25.8,0
"Bolivia, Plurinational State of",BOL,2013,27.6,27.22222222,27.24444444,26.42222222,25.37777778,1
"Bolivia, Plurinational State of",BOL,2014,26.3,26.3625,27.06666667,27.14444444,25.75555556,0
"Bolivia, Plurinational State of",BOL,2015,26.75714286,27.22857143,27.38333333,27.6,26.05714286,0
"Bolivia, Plurinational State of",BOL,2016,29,27.75,27.78571429,27.77142857,25.38571429,0
"Bolivia, Plurinational State of",BOL,2017,27.58571429,27.25,27.36666667,26.91428571,26.67142857,0
"Bolivia, Plurinational State of",BOL,2018,27.11428571,27.1,27.22857143,27.675,26.7,0
"Bolivia, Plurinational State of",BOL,2019,27,27.14444444,27.34444444,27.12222222,25.57777778,0
"Bolivia, Plurinational State of",BOL,2020,27.8625,27.16666667,27.75,26.75,25.6,0
"Bolivia, Plurinational State of",BOL,2021,26.9,27.13333333,26.78888889,26.32222222,24.94444444,0
Bosnia and Herzegovina,BIH,1992,1.1,3.6,6.8,11.7,15.8,0
Bosnia and Herzegovina,BIH,1993,0.5,-0.4,4.9,12,17.8,0
Bosnia and Herzegovina,BIH,1994,3.8,1.6,10.1,11.3,16.7,0
Bosnia and Herzegovina,BIH,2002,0.6,7.8,10.2,11.1,19.3,0
Bosnia and Herzegovina,BIH,2003,-0.1,-1.5,6.2,11,18.9,0
Bosnia and Herzegovina,BIH,2004,-0.4,2.7,6,11.9,14.8,0
Bosnia and Herzegovina,BIH,2005,0.3,-1.9,4.3,11.5,16.3,0
Bosnia and Herzegovina,BIH,2006,-1.7,2.3,5.9,12.4,16,0
Bosnia and Herzegovina,BIH,2007,6.2,7.1,9.2,13.6,18.3,1
Bosnia and Herzegovina,BIH,2008,2.3,5.4,7.9,12.6,17.6,0
Bosnia and Herzegovina,BIH,2009,-0.7,2.7,7.6,14.2,18.9,0
Bosnia and Herzegovina,BIH,2010,0.1,2.4,7.5,12,16.5,0
Bosnia and Herzegovina,BIH,2011,1.9,1.7,7.2,13,16,0
Bosnia and Herzegovina,BIH,2012,2,-2.8,9.5,12.7,16.1,0
Bosnia and Herzegovina,BIH,2013,2.8,2.3,6.1,13.4,16.6,0
Bosnia and Herzegovina,BIH,2014,5.6,6.5,9.6,13.1,15.8,0
Bosnia and Herzegovina,BIH,2018,5.5,1,5.7,16.8,19.9,0
Bosnia and Herzegovina,BIH,2019,0.016666667,3.814285714,10,11.675,12.93333333,0
Bosnia and Herzegovina,BIH,2020,1.016666667,6.542857143,7.8,12,15.15,0
Bosnia and Herzegovina,BIH,2021,2.54,5.74,7.1,9.01,15.42,0
Bulgaria,BGR,1990,-1.133333333,5.26,9.02,11.2,15.04,0
Bulgaria,BGR,1991,0.98,0.36,5.42,9.78,13.425,0
Bulgaria,BGR,1992,1.1,1.8,6.26,10.96,14.54,0
Bulgaria,BGR,1993,0.56,1.67E-17,4.28,10.34,15.94,0
Bulgaria,BGR,1994,3.666666667,2.216666667,8.216666667,12.28333333,17.2,0
Bulgaria,BGR,1995,-0.15,5.9,6.416666667,10.88333333,15.51666667,0
Bulgaria,BGR,1996,-0.85,-0.725,1.425,9.15,17.725,0
Bulgaria,BGR,1997,0.816666667,3.45,4.983333333,7.283333333,17.1,0
Bulgaria,BGR,1998,2.76,4.22,4.52,13.22,15.76,0
Bulgaria,BGR,1999,1.666666667,2.333333333,7.2,12.38333333,16.28333333,0
Bulgaria,BGR,2000,-2.275,3.525,5.975,13.325,17.025,1
Bulgaria,BGR,2001,2.8,3.6,10,10.625,16.2,0
Bulgaria,BGR,2002,0.3,6.45,8.4,10.025,17.025,0
Bulgaria,BGR,2003,1.5,-2.7,3.725,9.05,18.275,0
Bulgaria,BGR,2004,-0.1,2.925,6.625,11.5,14.85,0
Bulgaria,BGR,2005,2.45,-0.6,4.95,11,16.625,0
Bulgaria,BGR,2006,-1.9,0.65,5.85,11.65,16.275,0
Bulgaria,BGR,2007,6.125,4.825,7.55,11.8,17.65,1
Bulgaria,BGR,2008,-0.6,3.425,8.625,12.6,16.43333333,0
Bulgaria,BGR,2009,0.9,2.966666667,6,11.22,17.075,0
Bulgaria,BGR,2010,-0.025,2.55,6.175,11.575,16.65,0
Bulgaria,BGR,2011,0.7,0.95,5.15,10.25,15.725,0
Bulgaria,BGR,2012,-0.4,-2.675,7,12.825,16.45,0
Bulgaria,BGR,2013,1.85,4.36,6.125,12.91428571,18.7,0
Bulgaria,BGR,2014,2.75,4.516666667,8.625,11.78,15.675,0
Bulgaria,BGR,2015,2.1,2.92,6.025,11.18571429,17.775,0
Bulgaria,BGR,2016,0.233333333,8.05,8.05,14.28333333,15.98333333,0
Bulgaria,BGR,2017,-4.06,2.957142857,9.175,10.9,16.43333333,0
Bulgaria,BGR,2018,2.733333333,3.35,6.15,14.86666667,18.525,0
Bulgaria,BGR,2019,1.866666667,4.071428571,8.85,11.2,16.52857143,0
Bulgaria,BGR,2020,2.75,5.957142857,7.6,10.81428571,16.45714286,0
Bulgaria,BGR,2021,3.457142857,4.888888889,4.925,9.777777778,17.02222222,0
Canada,CAN,2000,-9.9,-6.225,0.475,5.15,9.8,0
Canada,CAN,2001,-6.466666667,-9.075,-0.95,4.825,12.175,0
Canada,CAN,2002,-8.566666667,-4.3,-6.075,1.4,9.15,0
Canada,CAN,2003,-9.26,-7.225,-3.05,4.65,10.24,0
Canada,CAN,2004,-11.975,-5.88,0.14,6.08,10.1,0
Canada,CAN,2005,-10.92,-5.44,-0.8,6.275,10.98,0
Canada,CAN,2006,-2.6,-6.44,-2.46,7.08,11.94,0
Canada,CAN,2007,-7.066666667,-3.4,0,5.166666667,11.7,0
Canada,CAN,2008,-9.35,-6.425,-1.1,3.166666667,10.875,0
Canada,CAN,2009,-10.175,-7.25,-4.533333333,4.54,10.25,0
Canada,CAN,2010,-6.6,-1.366666667,3.566666667,6.166666667,9.825,0
Canada,CAN,2011,-6.15,-9.2,3.9,3.2,9.833333333,0
Canada,CAN,2012,-8.933333333,-7.566666667,-1,3.7,8.025,0
Canada,CAN,2013,-9.675,-4.9,-10.83333333,-1.6,8.033333333,0
Canada,CAN,2014,-7.733333333,-15.35,-8.125,0.1,10.025,0
Canada,CAN,2015,-5.833333333,-11.78,2.066666667,5.625,8.375,0
Canada,CAN,2016,-9.2,-2.133333333,-0.35,2.3,11.93333333,0
Canada,CAN,2017,-9.633333333,-8.25,-5.35,4.966666667,10.05,0
Canada,CAN,2018,-6.8,-14.65,-6.05,-0.65,12.25,1
Canada,CAN,2019,-12.46,-19.43333333,-4.725,2.7,8.4,0
Canada,CAN,2020,-13.6,-9.35,-7.4,0.333333333,9.833333333,0
Canada,CAN,2021,-11.63333333,-15.4,0.7,3.166666667,9.42,1
China,CHN,1990,-27.16666667,-16.77777778,-2.266666667,2.777777778,12.12222222,0
China,CHN,1991,-22.27777778,-18.25555556,-10.04444444,2.911111111,11.52222222,0
China,CHN,1992,-21.02222222,-17.7,-7.555555556,2.944444444,12.76666667,0
China,CHN,1993,-23.07777778,-15.63333333,-6.166666667,2.488888889,11.17777778,0
China,CHN,1994,-25.84444444,-17.16666667,-10.08888889,3.655555556,10.61111111,1
China,CHN,1995,-18.91111111,-15.48888889,-8.611111111,1.522222222,9.588888889,0
China,CHN,1996,-23.23333333,-17.22222222,-8.222222222,2.988888889,13.33333333,0
China,CHN,1997,-23.05555556,-17.28888889,-8.444444444,5.144444444,11.97777778,1
China,CHN,1998,-26.28888889,-14.04444444,-5.033333333,6.3,12.61111111,0
China,CHN,1999,-21.1,-16.7,-13.46666667,3.088888889,11.05555556,0
China,CHN,2000,-25.46666667,-20.37777778,-8.988888889,3.222222222,13.04444444,0
China,CHN,2001,-27.03333333,-22.25555556,-9.477777778,3.633333333,11.83333333,0
China,CHN,2002,-19.65555556,-14.96666667,-4.888888889,4.177777778,13.22222222,1
China,CHN,2003,-22.64444444,-16.8,-5.477777778,5.155555556,11.36666667,0
China,CHN,2004,-22.22222222,-17.51111111,-8.855555556,2.855555556,10.45555556,1
China,CHN,2005,-21.3,-21.41111111,-9.111111111,3.1,10.06666667,1
China,CHN,2006,-24.2,-20.6,-9.477777778,1.144444444,13.1,0
China,CHN,2007,-18.63333333,-14.78888889,-9.366666667,3.388888889,12.03333333,0
China,CHN,2008,-23.78888889,-16.95555556,-2.833333333,5.566666667,10.83333333,0
China,CHN,2009,-23.44444444,-19.93333333,-10.5875,5.622222222,13.92222222,0
China,CHN,2010,-23.7,-22.21111111,-12.66666667,-0.1,13.23333333,0
China,CHN,2011,-25.66666667,-17.96666667,-9.266666667,3.722222222,11.41111111,0
China,CHN,2012,-27.38888889,-21.14444444,-9.955555556,3.277777778,12.67777778,0
China,CHN,2013,-26.32222222,-22.13333333,-12.74444444,0.511111111,13.97777778,1
China,CHN,2014,-23.36666667,-21,-6.511111111,7.244444444,10.98571429,0
China,CHN,2015,-19.67777778,-14.5,-6.555555556,3.922222222,10.52222222,0
China,CHN,2016,-24.05555556,-18.25555556,-5.1,3.7,12.28888889,0
China,CHN,2017,-21.3375,-15.53333333,-5.566666667,5.022222222,12.94444444,0
China,CHN,2018,-24.0625,-21.4625,-7.1375,5.275,13.3125,0
China,CHN,2019,-17.29,-13.87,-4.711111111,3.69,10.74,0
China,CHN,2020,-18.35,-15.07,-6.022222222,4.53,11.83,0
China,CHN,2021,-22.86,-16.14,-3.811111111,3.64,10.06,0
Croatia,HRV,1991,2.7,0.2,10.3,10.5,13.2,0
Croatia,HRV,1992,2.9,5.8,8.3,12.8,17.3,0
Croatia,HRV,1993,2.95,2.15,7.05,12.95,19.2,0
Croatia,HRV,1994,5.1,4,11.6,12.2,16.95,0
Croatia,HRV,1995,1.85,7.25,6.6,13.05,16.15,0
Croatia,HRV,1996,0,0.3,4.5,12,17.5,0
Croatia,HRV,1997,-0.5,5.7,8.1,9.2,17.8,0
Croatia,HRV,1998,4.8,7.2,6.4,13.5,16.9,0
Croatia,HRV,1999,1.6,2.9,9.5,13.4,17.65,0
Croatia,HRV,2000,-1.2,5.55,8.35,14.7,17.65,1
Croatia,HRV,2001,3.7,5.25,10.15,11.6,18.85,0
Croatia,HRV,2002,1.15,6.5,9.55,11.2,18.9,0
Croatia,HRV,2003,-0.55,-1.05,8.1,11.9,20.3,1
Croatia,HRV,2004,-0.05,3.45,6.1,12,15.45,0
Croatia,HRV,2005,1.6,-0.3,6.5,12.5,17.3,0
Croatia,HRV,2006,-1.25,1.45,5.4,12.7,16,0
Croatia,HRV,2007,5.95,6.9,9.15,14.6,18.1,0
Croatia,HRV,2008,2.7,5.3,7.1,12.25,17.6,0
Croatia,HRV,2009,-1.2,3.1,7.5,14.7,18.36666667,0
Croatia,HRV,2010,-0.633333333,2.5,6.95,12.3,16.25,0
Croatia,HRV,2011,2.1,1.5,7.4,14,17.1,0
Croatia,HRV,2012,2.2,-1.9,10.25,12.46666667,17,0
Croatia,HRV,2013,1.55,1.95,4.8,13.15,16.06666667,0
Croatia,HRV,2014,5.3,5.35,11.3,13.55,15.8,0
Croatia,HRV,2015,3.25,2.333333333,8.2,12.33333333,17.7,0
Croatia,HRV,2016,1.133333333,6.7,7.9,13.25,16.45,0
Croatia,HRV,2017,-3.35,4.9,10.8,12.4,18.1,0
Croatia,HRV,2018,5.033333333,0.2,5.1,16.55,20,0
Croatia,HRV,2019,1.133333333,5.3,10.3,12.56666667,13.7,0
Croatia,HRV,2020,1.2,8.2,8.65,13.5,15.83333333,0
Croatia,HRV,2021,3.375,5.688888889,8.1,8.7,13.73333333,0
Cyprus,CYP,1990,10.4,11.9,14.2,17,21,0
Cyprus,CYP,1991,11.9,11.7,15.1,17.6,20.5,0
Cyprus,CYP,1992,9.9,8.7,12.2,16.4,19.9,0
Cyprus,CYP,1993,10.6,9.8,12.7,16.4,19.5,0
Cyprus,CYP,1994,13.5,12.3,13.9,18.6,21.8,0
Cyprus,CYP,1995,12.6,12.9,14.3,16.4,21.3,0
Cyprus,CYP,1996,11.5,12.9,13.4,15.9,22.3,0
Cyprus,CYP,1997,12.8,10.5,12.6,15.4,21.5,0
Cyprus,CYP,1998,11.6,12.5,13.3,18.7,21.7,1
Cyprus,CYP,1999,13.1,12.6,14.8,17.7,22.9,0
Cyprus,CYP,2000,10.2,11.5,13.1,18,21.8,1
Cyprus,CYP,2001,13,13.4,17,18.9,22.5,0
Cyprus,CYP,2002,10.4,13.5,15.2,16.7,20.6,0
Cyprus,CYP,2003,14.1,11,12.6,16.8,24.1,0
Cyprus,CYP,2004,11.9,11.9,14.9,17.7,21.1,0
Cyprus,CYP,2005,12.8,11.6,14.6,17.86666667,20.95,0
Cyprus,CYP,2006,11.8,12.7,14.1,17.9,21.8,0
Cyprus,CYP,2007,11.5,12.8,14.2,16.8,22.3,1
Cyprus,CYP,2008,10.85,12,16.8,18.66666667,20.93333333,0
Cyprus,CYP,2009,13.9,13,13.8,17.8,21.3,0
Cyprus,CYP,2010,14.2,13.8,15.7,18.7,21.75,0
Cyprus,CYP,2011,13.1,13.45,14.5,17.3,21.2,0
Cyprus,CYP,2012,11.5,11.8,13,17.6,21.15,0
Cyprus,CYP,2013,12.45,14.1,15.2,18.53333333,22.5,0
Cyprus,CYP,2014,14,13.75,15.9,18.4,21.2,0
Cyprus,CYP,2015,11.9,12.86666667,15.2,16.8,22,0
Cyprus,CYP,2016,12.1,14.76666667,15.8,19.3,21.36666667,0
Cyprus,CYP,2017,11.43333333,12.15,14.9,18.2,21.45,0
Cyprus,CYP,2018,13.35,14.75,16.5,19.65,24,0
Cyprus,CYP,2019,12.86666667,13.66666667,14.6,16.83333333,22.03333333,0
Cyprus,CYP,2020,12.23333333,12.525,15.3,17.43333333,22.66666667,0
Cyprus,CYP,2021,13.8,13.12,14.65,17.96,23.44,0
Czechia,CZE,1990,-1.2,2.925,5.1,5.375,12.825,0
Czechia,CZE,1991,-0.875,-5.175,4.233333333,5.3,7.525,0
Czechia,CZE,1992,-1.125,0.475,2.275,5.95,12.85,0
Czechia,CZE,1993,-0.45,-3.566666667,1.175,8.375,14.26666667,0
Czechia,CZE,1994,1.5,-1.533333333,5,6.433333333,11.63333333,0
Czechia,CZE,1995,-2.7,2.533333333,1.366666667,8,11.6,0
Czechia,CZE,1996,-5.266666667,-4.733333333,-1.233333333,7.166666667,10.86666667,0
Czechia,CZE,1997,-4.8,1.633333333,4.1,4.466666667,12.13333333,0
Czechia,CZE,1998,-0.366666667,1.825,1.925,7.833333333,12.45,0
Czechia,CZE,1999,-0.95,-2.725,3.35,7.275,12.375,0
Czechia,CZE,2000,-2.625,1.3,2.7,9.275,13.7,0
Czechia,CZE,2001,-2.65,-0.22,2.175,5.15,12.975,0
Czechia,CZE,2002,-1.55,2.575,3.2,6.15,13.225,0
Czechia,CZE,2003,-3.15,-4.85,3.575,6.4,13.6,1
Czechia,CZE,2004,-3.8,0.125,1.7,7.62,10.15,0
Czechia,CZE,2005,-0.84,-4.18,0.95,8.2,12.1,0
Czechia,CZE,2006,-5.5,-2.9,-0.4,6.96,11.85,0
Czechia,CZE,2007,2.15,2.025,4.275,10.25,13.16,0
Czechia,CZE,2008,0.5,1.95,1.925,6.42,12.88,0
Czechia,CZE,2009,-4.975,-2.225,1.925,11.2,12.3,0
Czechia,CZE,2010,-5.58,-2.925,1.8,7.26,9.7,0
Czechia,CZE,2011,-1.66,-2.62,3.65,9.9,12.675,0
Czechia,CZE,2012,-0.78,-5.383333333,5.225,7.04,13.4,0
Czechia,CZE,2013,-2.375,-2.8,-2,6.86,10.34,0
Czechia,CZE,2014,-0.275,1.06,5.725,9.48,10.875,0
Czechia,CZE,2015,0.02,-1.58,3.325,6.88,11.425,0
Czechia,CZE,2016,-1.6,1.25,1.975,6.48,12.14,0
Czechia,CZE,2017,-5.86,0.9,5.225,6.2,13.13333333,0
Czechia,CZE,2018,1.24,-4.44,-0.05,11.31666667,14.92,0
Czechia,CZE,2019,-1.67,1.82,4.7,8.94,9.84,0
Czechia,CZE,2020,0.62,3.24,3.1,9.4,10.53,0
Czechia,CZE,2021,-1.54,-0.72,2.625,4.73,9.39,0
Egypt,EGY,1990,13.475,13.85,15.76666667,19.35,20.9,0
Egypt,EGY,1991,13.36666667,14.45,17.275,19.95,21.95,0
Egypt,EGY,1992,12.45,11.875,14.975,17.825,21,0
Egypt,EGY,1993,12.425,12.475,14.65,19.5,21.275,0
Egypt,EGY,1994,15.1,14.6,15.83333333,20.83333333,22.63333333,0
Egypt,EGY,1995,12.875,14.175,16.275,17.95,20.9,1
Egypt,EGY,1996,13.4,14.85,16,18,22.525,1
Egypt,EGY,1997,14.02,13.8,14.8,17.425,21.65,0
Egypt,EGY,1998,13.875,14.8,15.05,19.975,22.4,0
Egypt,EGY,1999,13.5,13.66666667,16.2,19,22.7,0
Egypt,EGY,2000,12.7,13.04,15,19.23333333,20.9,0
Egypt,EGY,2001,13.825,13.725,17.575,18.7,21.375,0
Egypt,EGY,2002,11.9,14.425,16.175,18.3,20.85,0
Egypt,EGY,2003,14.76666667,12.65,13.825,17.8,21.9,0
Egypt,EGY,2004,12.75,13.85,16.05,18.1,21.16666667,0
Egypt,EGY,2005,13.8,13.6,16.06666667,18.13333333,21.03333333,0
Egypt,EGY,2006,13.06666667,14.13333333,15.93333333,19,20.83333333,0
Egypt,EGY,2007,13.225,14.23333333,15.96666667,17.625,21.9,0
