Country,ISO,Year,January,February,March,April,May,Heatwave
Slovakia,SVK,1990,-0.733333333,3.733333333,7.566666667,9.133333333,15.26666667,0
Slovakia,SVK,1991,-0.4,-3.666666667,6.6,8.1,11.76666667,0
Slovakia,SVK,1992,-0.366666667,2.2,4.5,10.13333333,15.36666667,0
Slovakia,SVK,1993,-1.4,-2.7,3.133333333,10.33333333,17.43333333,0
Slovakia,SVK,1994,2.366666667,1,6.933333333,10.13333333,14.7,0
Slovakia,SVK,1995,-1.566666667,3.9,4.3,9.933333333,14.13333333,0
Slovakia,SVK,1996,-2.833333333,-3.566666667,1.5,10.26666667,16.13333333,0
Slovakia,SVK,1997,-2.866666667,1.033333333,3.833333333,6.7,15.36666667,0
Slovakia,SVK,1998,1.566666667,3.8,3.433333333,11.36666667,14.8,0
Slovakia,SVK,1999,-0.733333333,-0.466666667,6.166666667,11.23333333,15.23333333,0
Slovakia,SVK,2000,-3.166666667,1.9,4.8,13.4,16.86666667,0
Slovakia,SVK,2001,0.133333333,1.4,6,9.5,16.76666667,0
Slovakia,SVK,2002,-1.933333333,3.5,6.233333333,9.766666667,17.8,0
Slovakia,SVK,2003,-2.566666667,-3.233333333,4.466666667,9.533333333,17.8,1
Slovakia,SVK,2004,-3.933333333,0.766666667,4.2,11.2,13.53333333,0
Slovakia,SVK,2005,-1.1,-2.95,2.466666667,11.025,15.46666667,0
Slovakia,SVK,2006,-5.066666667,-2.4,2.266666667,11.33333333,14.43333333,0
Slovakia,SVK,2007,3.533333333,4.1,7.066666667,11.7,16.73333333,1
Slovakia,SVK,2008,1.133333333,2.433333333,5.066666667,10.84,16.03333333,0
Slovakia,SVK,2009,-2.7,0.5,4.766666667,14.225,16.06,0
Slovakia,SVK,2010,-2.75,0.066666667,5.033333333,10.33333333,15.03333333,0
Slovakia,SVK,2011,-1.533333333,-0.8,5.633333333,12.4,15.43333333,0
Slovakia,SVK,2012,0.26,-3.48,6.466666667,11.38333333,16.86,0
Slovakia,SVK,2013,-1.666666667,0.825,2.533333333,11.6,15.45,0
Slovakia,SVK,2014,2.6,4.15,8.6,11.7,15.1,0
Slovakia,SVK,2015,1.7,1.55,6.25,10.7,15.4,0
Slovakia,SVK,2016,-1.1,5.7,6.25,11.13333333,15.7,0
Slovakia,SVK,2017,-5.766666667,2.3,8.45,9.966666667,16.36666667,0
Slovakia,SVK,2018,3,-1.025,2.8,15.075,18.525,0
Slovakia,SVK,2019,-1.63,2.88,7.366666667,12.34,12.97,0
Slovakia,SVK,2020,-0.78,4.75,5.766666667,11,13.33,0
Slovakia,SVK,2021,0.44,1.39,4.333333333,8.02,13.08,0
Slovenia,SVN,1991,-2.8,-5.7,2.2,1.65,4.2,0
Slovenia,SVN,1992,-2.1,-1.65,0.05,3.4,8.65,0
Slovenia,SVN,1993,-1.75,-3.25,-1.05,4,9.4,0
Slovenia,SVN,1994,-1.5,-3.15,4,2.5,8.05,0
Slovenia,SVN,1995,-4.4,-0.05,-1.65,4,7.8,0
Slovenia,SVN,1996,-3.4,-5.6,-2.95,3.85,8.55,0
Slovenia,SVN,1997,-2.25,-0.4,1.45,1,8.6,0
Slovenia,SVN,1998,-1.45,1.4,-0.95,3.65,9.95,0
Slovenia,SVN,1999,-2.4,-4.9,0.9,4.15,9.85,0
Slovenia,SVN,2000,-4.7,-1.35,1,6,9.85,0
Slovenia,SVN,2001,-1.9,-1.55,2.6,2.7,9.9,0
Slovenia,SVN,2002,-3,0.2,2.65,3,9.55,0
Slovenia,SVN,2003,-4.85,-6.05,1.2,2.7,10.85,1
Slovenia,SVN,2004,-5.3,-2.4,-0.65,3.5,6.35,0
Slovenia,SVN,2005,-4.2,-6.65,-0.25,3.7,11.76666667,0
Slovenia,SVN,2006,-5.2,-4.55,-1.55,4.4,8.1,0
Slovenia,SVN,2007,0.65,0.2,1.4,7.5,9.75,0
Slovenia,SVN,2008,4.6,-0.25,-0.5,3.2,9.25,0
Slovenia,SVN,2009,-4.066666667,-4.05,-0.1,9.375,12.5,0
Slovenia,SVN,2010,-4.933333333,-3.7,-0.6,4.15,7.45,0
Slovenia,SVN,2011,-3.1,-2.45,0.75,6.1,11.13333333,0
Slovenia,SVN,2012,-3.7,-6.7,3.7,7.75,8.65,0
Slovenia,SVN,2013,-2.45,-1.525,-1.65,5.4,11.075,0
Slovenia,SVN,2014,0.25,-0.8,3.2,5.65,7.85,0
Slovenia,SVN,2015,-2.15,-1.733333333,0.55,7.775,9.45,0
Slovenia,SVN,2016,-0.6,-0.35,-0.1,5.2,7.55,0
Slovenia,SVN,2017,-6.7,2.325,3.45,4.25,9.2,0
Slovenia,SVN,2018,-0.4,-2.55,-1.2,7.7,14.2,0
Slovenia,SVN,2019,-1.925,1.033333333,2.1,7.925,9.2,0
Slovenia,SVN,2020,-0.633333333,3.65,0.5,8.9,11.85,0
Slovenia,SVN,2021,-2.2,2.16,-0.05,5.1,9.55,0
Spain,ESP,1990,9.971428571,13.18888889,13.07142857,10.8125,16.92,0
Spain,ESP,1991,8.1625,7.744444444,11.34444444,10.58888889,13.19,0
Spain,ESP,1992,7.08,9.342857143,10.17777778,11.65,15.78,0
Spain,ESP,1993,10.48,8.79,10.52,11.82222222,14.68,0
Spain,ESP,1994,9.5375,9.79,11.975,11.25,14.5,0
Spain,ESP,1995,9.655555556,10.74444444,10.87,11.8,15.81,1
Spain,ESP,1996,11.28,8.388888889,11.12,12.54,14.06,0
Spain,ESP,1997,8.75,11.78,12.98,13.39,15.86,0
Spain,ESP,1998,10.76,11.44,12.5,11.48,14.88,0
Spain,ESP,1999,9.81,8.38,10.89,12.57,15.58,0
Spain,ESP,2000,7.28,10.81,10.23,11.64,15.34,0
Spain,ESP,2001,10.35,9.61,13.06,11.66,14.26,0
Spain,ESP,2002,11.24444444,11.28888889,11.91111111,11.87777778,14.1,0
Spain,ESP,2003,8.46,9.09,13,13.65,14.7,1
Spain,ESP,2004,10.49,8.99,9.68,11.33,14.05,1
Spain,ESP,2005,9.21,6.82,11.28,12.53,15.06,0
Spain,ESP,2006,7.71,7.45,12.45,12.58,15.51,1
Spain,ESP,2007,9.95,11.45,10.62,13.2,14.79,0
Spain,ESP,2008,10.51,11.89,10.58,12.21,15.07,0
Spain,ESP,2009,8.77,8.5,10.44,11.28,14.56,0
Spain,ESP,2010,8.12,8.69,10.66,13.29,14.09,0
Spain,ESP,2011,9.35,10.33,11.37,15.24,15.95,0
Spain,ESP,2012,9.4,7.01,11.44,10.4,15.53,0
Spain,ESP,2013,9.6,8.55,10.99,11.89,12.16,0
Spain,ESP,2014,10.78,10.19,11.23,14.02,14.22,0
Spain,ESP,2015,9.277777778,8.1,10.56666667,14.425,15.175,0
Spain,ESP,2016,10.8,9.555555556,9.7375,11.4,14.66666667,0
Spain,ESP,2017,7.82,11.01111111,11.7,12.45,16.04444444,0
Spain,ESP,2018,10.19,7.19,10.04,12.84,14.12,1
Spain,ESP,2019,8.02,11.2,11.48,12.29,14.09,1
Spain,ESP,2020,10.16,12.28,11.09,14.25,17.05,0
Spain,ESP,2021,8.55,12.13,11.33,12.46,14.1,0
Sudan,SDN,1991,20.1125,23.3375,26.07142857,32.2625,33.64,0
Sudan,SDN,1992,19.1,18.31428571,25.25714286,29.35,32.425,0
Sudan,SDN,1993,18.91428571,20.13333333,25.08,30.65,32.95,0
Sudan,SDN,1995,21.91666667,21.86666667,26.06666667,29.1,32.375,0
Sudan,SDN,1996,21.31428571,22.75,27.18571429,29.67142857,34.96,0
Sudan,SDN,1997,22.64285714,20.45714286,25.0375,29.9625,33.15,0
Sudan,SDN,1998,20.8625,22.48888889,25.4375,31.34444444,34.35555556,0
Sudan,SDN,1999,22.94444444,26.5,26.35555556,29.86666667,34.56666667,0
Sudan,SDN,2000,21.97777778,22.66666667,25.28888889,31.26666667,34.27777778,0
Sudan,SDN,2001,21.42222222,22.6,27.71111111,31.66666667,33.71428571,0
Sudan,SDN,2002,19.73333333,24.5,26.98888889,31.025,32.92222222,0
Sudan,SDN,2003,22.9,23.11111111,25.34444444,30.73333333,34.34444444,0
Sudan,SDN,2004,21.72222222,23,27.4,30.93333333,34.83333333,0
Sudan,SDN,2005,20.46666667,25.97777778,26.92222222,31.73333333,33,0
Sudan,SDN,2006,23.5,24.87777778,26.64444444,29.77777778,33.81111111,0
Sudan,SDN,2007,20.13333333,23.08888889,26.94444444,31.06666667,34.66666667,0
Sudan,SDN,2008,21.4,22.57777778,29.02222222,31.93333333,33.53333333,0
Sudan,SDN,2009,23.25555556,25.18888889,26.07777778,32.77777778,33.23333333,0
Sudan,SDN,2010,24.48888889,25.8,28.38888889,32.17777778,34.13333333,0
Sudan,SDN,2011,21.38888889,25.2,26.64444444,30.15555556,33.45555556,0
Sudan,SDN,2012,20.8,24.95555556,25.75,31.04444444,35.02222222,0
Sudan,SDN,2013,23.11111111,25.74444444,28.64444444,30.48888889,34.38888889,0
Sudan,SDN,2014,23.26666667,23.91111111,28.4,32.54444444,33.71111111,0
Sudan,SDN,2015,23,28.3,31.6,31.4,36.1,1
Sudan,SDN,2017,26.5,24,28.8,34.1,35,0
Sudan,SDN,2018,22.5,29.1,30.9,31.8,35,0
Sudan,SDN,2019,22.83333333,23.97777778,25.67777778,30.12222222,34.12222222,0
Sudan,SDN,2020,19.92222222,22.21111111,27.02222222,31.06666667,33.76666667,0
Sudan,SDN,2021,23.65555556,23.32,28.09,30.99,33.88,0
Switzerland,CHE,1990,0.1,5.9,7.1,7.4,14.6,0
Switzerland,CHE,1991,2.05,-0.75,7.6,8.2,10.55,0
Switzerland,CHE,1992,-0.55,2.4,6.55,9.1,15.2,0
Switzerland,CHE,1993,3.45,0,5,10.8,14.7,0
Switzerland,CHE,1994,3.15,2.9,9.6,7.65,13.6,0
Switzerland,CHE,1995,0.85,5.7,4.6,9.45,13.25,0
Switzerland,CHE,1996,0.2,0.4,3.85,9.8,12.7,0
Switzerland,CHE,1997,-1.65,4.85,8.05,8.75,14,0
Switzerland,CHE,1998,2.55,3.7,6.45,8.9,14.9,0
Switzerland,CHE,1999,2.35,0.75,6.45,9.3,15.7,0
Switzerland,CHE,2000,1.05,4.6,6.85,10.2,15.65,0
Switzerland,CHE,2001,2.6,4,7.95,7.9,15.55,0
Switzerland,CHE,2002,0.8,6.2,7.4,9.55,12.95,0
Switzerland,CHE,2003,0.75,-0.45,7.9,10.05,14.95,1
Switzerland,CHE,2004,1.75,2.5,4.85,9.85,12.7,0
Switzerland,CHE,2005,0.75,-0.3,5.95,9.7,14.1,0
Switzerland,CHE,2006,-1.45,0.1,4.15,9.35,13.85,0
Switzerland,CHE,2007,5.05,5.55,6.15,13.6,15.1,0
Switzerland,CHE,2008,3.466666667,3.95,5.55,8.6,15.4,0
Switzerland,CHE,2009,-1.65,1.1,5.5,11.95,16.1,0
Switzerland,CHE,2010,-1.1,1.55,5.2,10.76666667,12.35,0
Switzerland,CHE,2011,1.866666667,3.2,6.9,12.65,15.85,0
Switzerland,CHE,2012,3.25,-2.9,8.15,9.35,14.7,0
Switzerland,CHE,2013,1.2,-0.25,3.2,9.7,11.4,0
Switzerland,CHE,2014,3.65,4.65,7.6,11.45,13.15,0
Switzerland,CHE,2015,2.45,1,6.4,10.55,14.7,0
Switzerland,CHE,2016,3.45,4.8,5.4,9.45,12.56666667,0
Switzerland,CHE,2017,-2.1,3.866666667,8.95,8.86,13.775,0
Switzerland,CHE,2018,4.52,-1.1,4.65,12.7,14.625,0
Switzerland,CHE,2019,-1.25,3.15,7.7,6.977777778,8.68,0
Switzerland,CHE,2020,1.922222222,4.42,6.6,10.43,12.04,0
Switzerland,CHE,2021,-0.67,3.27,6.05,5.7,8.55,0
Turkey,TUR,1990,4.9,6.75,7.65,11.8,14.175,0
Turkey,TUR,1991,6.36,5.06,6.4,11.075,15.525,0
Turkey,TUR,1992,4.1,3.6,7.72,10.98,13.42,0
Turkey,TUR,1993,4.96,3.8,7.78,10.5,15,0
Turkey,TUR,1994,8.24,5.4,7.9,13.4,15.56,0
Turkey,TUR,1995,7.6,7.54,9.78,10.9,16.2,0
Turkey,TUR,1996,6.28,6.96,5.6,9.24,16.54,0
Turkey,TUR,1997,7,4.925,5.36,9.5,16.14,0
Turkey,TUR,1998,6.98,5.225,7.225,14.3,15.98,0
Turkey,TUR,1999,8.275,8.05,8.95,12.5,15.675,0
Turkey,TUR,2000,4.225,5.95,7.275,14,15.45,1
Turkey,TUR,2001,8.525,8.12,11.94,12.025,15.1,0
Turkey,TUR,2002,4.95,8.54,9.84,10,15.78,0
Turkey,TUR,2003,8.95,4.75,4.675,8.825,16.35,0
Turkey,TUR,2004,7.425,6.825,8.44,11.7,15.125,0
Turkey,TUR,2005,8.44,7.16,6.9,11.72,15.75,0
Turkey,TUR,2006,4.92,5.28,9.54,11.12,14.94,0
Turkey,TUR,2007,7.833333333,6.6,8.35,9.45,17.75,1
Turkey,TUR,2008,3.316666667,4.616666667,11.28333333,14.05,15.08333333,0
Turkey,TUR,2009,7.1,8.55,8.1,9.733333333,15.71666667,0
Turkey,TUR,2010,8.483333333,9.3,8.216666667,11.48333333,17.13333333,0
Turkey,TUR,2011,6.583333333,5.5,7.533333333,9.4,14.61666667,0
Turkey,TUR,2012,5.433333333,3.583333333,5.383333333,13.55,17.45714286,0
Turkey,TUR,2013,7.5,8.816666667,9.866666667,12.63333333,18.08333333,0
Turkey,TUR,2014,8.3,8.316666667,10.08333333,12.6,16.96666667,0
Turkey,TUR,2015,7.725,8.542857143,9.066666667,11.26666667,16.86666667,0
Turkey,TUR,2016,6.85,10.43333333,10.75,14.92857143,17.1,0
Turkey,TUR,2017,5.471428571,6.583333333,9.7,11.57142857,15.95714286,0
Turkey,TUR,2018,8.185714286,9.671428571,11.78571429,13.98333333,19.02857143,0
Turkey,TUR,2019,8.422222222,7.9,8.577777778,11.68888889,17.8,0
Turkey,TUR,2020,6.9,7.722222222,10.31111111,10.68888889,16.14444444,0
Turkey,TUR,2021,9.944444444,8.344444444,7.677777778,11.82222222,16.71111111,0
United Kingdom,GBR,1990,5.95,5.86,5.9,6.2,9.05,0
United Kingdom,GBR,1991,4.625,3.675,6.35,6.625,8.625,0
United Kingdom,GBR,1992,6.15,5.8,5.1,6.55,9.833333333,0
United Kingdom,GBR,1993,4.25,5.5,5.575,6.775,8.225,0
United Kingdom,GBR,1994,4,3.675,4.275,6.05,7.7,0
United Kingdom,GBR,1995,3.4,3.9,3.9,5.833333333,7.775,0
United Kingdom,GBR,1996,5.675,3.233333333,4.425,6.8,6.975,0
United Kingdom,GBR,1997,5.125,4.875,6.175,6.566666667,8,0
United Kingdom,GBR,1998,5.275,6.55,5.325,5.733333333,9.075,0
United Kingdom,GBR,1999,4.4,3.625,5.625,7.1,8.8,0
United Kingdom,GBR,2000,4.966666667,4.85,5.6,5.65,8.975,0
United Kingdom,GBR,2001,5.125,3.375,4.05,6.075,9.275,0
United Kingdom,GBR,2002,6.075,4.525,5.533333333,7.425,9.425,0
United Kingdom,GBR,2003,4.925,5.275,7.05,8.125,9.2,1
United Kingdom,GBR,2004,4.675,4.725,6.25,7.9,9.4,0
United Kingdom,GBR,2005,5.066666667,4.6,5.725,7.425,7.95,0
United Kingdom,GBR,2006,5.7,5.25,3.35,5.975,8.3,0
United Kingdom,GBR,2007,5.475,5.525,6.325,8.45,8.78,0
United Kingdom,GBR,2008,4.95,5.825,4.475,6.475,9.925,0
United Kingdom,GBR,2009,5.325,4.575,6.05,8.1,9.55,0
United Kingdom,GBR,2010,3.55,2.675,5.625,6.7,8,0
United Kingdom,GBR,2011,4.65,5.275,5.5,8.95,9.5,0
United Kingdom,GBR,2012,4.533333333,5.9,7.633333333,5.733333333,7.933333333,0
United Kingdom,GBR,2013,4.4,3.933333333,3.366666667,5.4,8.166666667,1
United Kingdom,GBR,2014,5.233333333,5.475,6.5,7.9,9.433333333,0
United Kingdom,GBR,2015,4.466666667,5.1,5.466666667,6.633333333,7.766666667,0
United Kingdom,GBR,2016,4.72,4.05,6.125,6.066666667,9.3,0
United Kingdom,GBR,2017,6.05,5.44,6.333333333,7.1,9.666666667,0
United Kingdom,GBR,2018,3.55,3.75,3.633333333,6.75,10.2,1
United Kingdom,GBR,2019,2.933333333,5.757142857,6.033333333,7.585714286,7.016666667,1
United Kingdom,GBR,2019,2.933333333,5.757142857,6.033333333,7.585714286,7.016666667,1
United Kingdom,GBR,2020,4.833333333,3.271428571,5.266666667,6.385714286,8.4,1
United Kingdom,GBR,2021,1.6875,3.0125,6.333333333,4.475,7.0375,0
