,time,Country,ISO,tavg,Month,Year,Heatwave
424,1993-05-01,Netherlands,NLD,12.9,May,1993,0.0
425,1993-06-01,Netherlands,NLD,14.9,June,1993,0.0
426,1993-07-01,Netherlands,NLD,15.6,July,1993,0.0
427,1993-08-01,Netherlands,NLD,15.3,August,1993,0.0
428,1993-09-01,Netherlands,NLD,13.4,September,1993,0.0
429,1993-10-01,Netherlands,NLD,9.6,October,1993,0.0
430,1993-11-01,Netherlands,NLD,2.8,November,1993,0.0
431,1993-12-01,Netherlands,NLD,5.3,December,1993,0.0
432,1994-01-01,Netherlands,NLD,5.5,January,1994,0.0
433,1994-02-01,Netherlands,NLD,1.4,February,1994,0.0
434,1994-03-01,Netherlands,NLD,6.5,March,1994,0.0
435,1994-04-01,Netherlands,NLD,7.9,April,1994,0.0
436,1994-05-01,Netherlands,NLD,11.6,May,1994,0.0
437,1994-06-01,Netherlands,NLD,14.3,June,1994,0.0
438,1994-07-01,Netherlands,NLD,19.8,July,1994,0.0
439,1994-08-01,Netherlands,NLD,17.7,August,1994,0.0
440,1994-09-01,Netherlands,NLD,14.1,September,1994,0.0
441,1994-10-01,Netherlands,NLD,10.1,October,1994,0.0
442,1994-11-01,Netherlands,NLD,9.9,November,1994,0.0
443,1994-12-01,Netherlands,NLD,6.4,December,1994,0.0
444,1995-01-01,Netherlands,NLD,4.2,January,1995,0.0
445,1995-02-01,Netherlands,NLD,6.4,February,1995,0.0
446,1995-03-01,Netherlands,NLD,5.5,March,1995,0.0
447,1995-04-01,Netherlands,NLD,8.2,April,1995,0.0
448,1995-05-01,Netherlands,NLD,12.1,May,1995,0.0
449,1995-06-01,Netherlands,NLD,13.6,June,1995,0.0
450,1995-07-01,Netherlands,NLD,18.6,July,1995,0.0
451,1995-08-01,Netherlands,NLD,19.3,August,1995,0.0
452,1995-09-01,Netherlands,NLD,14.9,September,1995,0.0
453,1995-10-01,Netherlands,NLD,13.3,October,1995,0.0
454,1995-11-01,Netherlands,NLD,7.6,November,1995,0.0
455,1995-12-01,Netherlands,NLD,-0.6,December,1995,0.0
456,1996-01-01,Netherlands,NLD,-1.1,January,1996,0.0
457,1996-02-01,Netherlands,NLD,-0.3,February,1996,0.0
458,1996-03-01,Netherlands,NLD,2.4,March,1996,0.0
459,1996-04-01,Netherlands,NLD,8.1,April,1996,0.0
460,1996-05-01,Netherlands,NLD,9.6,May,1996,0.0
461,1996-06-01,Netherlands,NLD,14.2,June,1996,0.0
462,1996-07-01,Netherlands,NLD,15.8,July,1996,0.0
463,1996-08-01,Netherlands,NLD,17.6,August,1996,0.0
464,1996-09-01,Netherlands,NLD,13.6,September,1996,0.0
465,1996-10-01,Netherlands,NLD,11.7,October,1996,0.0
466,1996-11-01,Netherlands,NLD,6.75,November,1996,0.0
467,1996-12-01,Netherlands,NLD,1.3,December,1996,0.0
468,1997-01-01,Netherlands,NLD,-0.9,January,1997,0.0
469,1997-02-01,Netherlands,NLD,5.1,February,1997,0.0
470,1997-03-01,Netherlands,NLD,6.7,March,1997,0.0
471,1997-04-01,Netherlands,NLD,7.3,April,1997,0.0
472,1997-05-01,Netherlands,NLD,11.5,May,1997,0.0
473,1997-06-01,Netherlands,NLD,15.15,June,1997,0.0
474,1997-07-01,Netherlands,NLD,17.0,July,1997,0.0
475,1997-08-01,Netherlands,NLD,20.5,August,1997,0.0
476,1997-09-01,Netherlands,NLD,15.2,September,1997,0.0
477,1997-10-01,Netherlands,NLD,10.7,October,1997,0.0
478,1997-11-01,Netherlands,NLD,6.5,November,1997,0.0
479,1997-12-01,Netherlands,NLD,5.2,December,1997,0.0
480,1998-01-01,Netherlands,NLD,5.1,January,1998,0.0
481,1998-02-01,Netherlands,NLD,6.3,February,1998,0.0
482,1998-03-01,Netherlands,NLD,7.0,March,1998,0.0
483,1998-04-01,Netherlands,NLD,8.7,April,1998,0.0
484,1998-05-01,Netherlands,NLD,13.4,May,1998,0.0
485,1998-06-01,Netherlands,NLD,15.1,June,1998,0.0
486,1998-07-01,Netherlands,NLD,15.9,July,1998,0.0
487,1998-08-01,Netherlands,NLD,16.3,August,1998,0.0
488,1998-09-01,Netherlands,NLD,15.0,September,1998,0.0
489,1998-10-01,Netherlands,NLD,10.5,October,1998,0.0
490,1998-11-01,Netherlands,NLD,4.5,November,1998,0.0
491,1998-12-01,Netherlands,NLD,4.8,December,1998,0.0
492,1999-01-01,Netherlands,NLD,5.3,January,1999,0.0
493,1999-02-01,Netherlands,NLD,3.9,February,1999,0.0
494,1999-03-01,Netherlands,NLD,6.6,March,1999,0.0
495,1999-04-01,Netherlands,NLD,9.3,April,1999,0.0
496,1999-05-01,Netherlands,NLD,13.0,May,1999,0.0
497,1999-06-01,Netherlands,NLD,14.5,June,1999,0.0
498,1999-07-01,Netherlands,NLD,18.1,July,1999,0.0
499,1999-08-01,Netherlands,NLD,17.7,August,1999,0.0
500,1999-09-01,Netherlands,NLD,17.6,September,1999,0.0
501,1999-10-01,Netherlands,NLD,11.6,October,1999,0.0
502,1999-11-01,Netherlands,NLD,8.1,November,1999,0.0
503,1999-12-01,Netherlands,NLD,5.7,December,1999,0.0
504,2000-01-01,Netherlands,NLD,5.1,January,2000,0.0
505,2000-02-01,Netherlands,NLD,5.8,February,2000,0.0
506,2000-03-01,Netherlands,NLD,6.5,March,2000,0.0
507,2000-04-01,Netherlands,NLD,8.9,April,2000,0.0
508,2000-05-01,Netherlands,NLD,13.5,May,2000,0.0
509,2000-06-01,Netherlands,NLD,14.9,June,2000,0.0
510,2000-07-01,Netherlands,NLD,14.9,July,2000,0.0
511,2000-08-01,Netherlands,NLD,17.3,August,2000,0.0
512,2000-09-01,Netherlands,NLD,15.9,September,2000,0.0
513,2000-10-01,Netherlands,NLD,11.7,October,2000,0.0
514,2000-11-01,Netherlands,NLD,8.2,November,2000,0.0
515,2000-12-01,Netherlands,NLD,5.5,December,2000,0.0
516,2001-01-01,Netherlands,NLD,3.0,January,2001,0.0
517,2001-02-01,Netherlands,NLD,4.35,February,2001,0.0
518,2001-03-01,Netherlands,NLD,4.3,March,2001,0.0
519,2001-04-01,Netherlands,NLD,7.7,April,2001,0.0
520,2001-05-01,Netherlands,NLD,12.5,May,2001,0.0
521,2001-06-01,Netherlands,NLD,14.3,June,2001,0.0
522,2001-07-01,Netherlands,NLD,18.2,July,2001,0.0
523,2001-08-01,Netherlands,NLD,18.4,August,2001,0.0
524,2001-09-01,Netherlands,NLD,14.1,September,2001,0.0
525,2001-10-01,Netherlands,NLD,14.6,October,2001,0.0
526,2001-11-01,Netherlands,NLD,8.9,November,2001,0.0
527,2001-12-01,Netherlands,NLD,4.5,December,2001,0.0
528,2002-01-01,Netherlands,NLD,4.8,January,2002,0.0
529,2002-02-01,Netherlands,NLD,6.9,February,2002,0.0
530,2002-03-01,Netherlands,NLD,7.1,March,2002,0.0
531,2002-04-01,Netherlands,NLD,9.2,April,2002,0.0
532,2002-05-01,Netherlands,NLD,12.7,May,2002,0.0
533,2002-06-01,Netherlands,NLD,15.9,June,2002,0.0
534,2002-07-01,Netherlands,NLD,17.0,July,2002,0.0
535,2002-08-01,Netherlands,NLD,19.1,August,2002,0.0
536,2002-09-01,Netherlands,NLD,15.9,September,2002,0.0
537,2002-10-01,Netherlands,NLD,10.0,October,2002,0.0
538,2002-11-01,Netherlands,NLD,8.1,November,2002,0.0
539,2002-12-01,Netherlands,NLD,2.3,December,2002,0.0
540,2003-01-01,Netherlands,NLD,3.4,January,2003,1.0
541,2003-02-01,Netherlands,NLD,2.1,February,2003,1.0
542,2003-03-01,Netherlands,NLD,6.7,March,2003,1.0
543,2003-04-01,Netherlands,NLD,9.4,April,2003,1.0
544,2003-05-01,Netherlands,NLD,12.7,May,2003,1.0
545,2003-06-01,Netherlands,NLD,17.0,June,2003,1.0
546,2003-07-01,Netherlands,NLD,18.4,July,2003,1.0
547,2003-08-01,Netherlands,NLD,19.1,August,2003,1.0
548,2003-09-01,Netherlands,NLD,15.3,September,2003,1.0
549,2003-10-01,Netherlands,NLD,9.0,October,2003,1.0
550,2003-11-01,Netherlands,NLD,8.2,November,2003,1.0
551,2003-12-01,Netherlands,NLD,5.3,December,2003,1.0
552,2004-01-01,Netherlands,NLD,4.3,January,2004,0.0
553,2004-02-01,Netherlands,NLD,4.8,February,2004,0.0
554,2004-03-01,Netherlands,NLD,5.8,March,2004,0.0
555,2004-04-01,Netherlands,NLD,9.533333333333333,April,2004,0.0
556,2004-05-01,Netherlands,NLD,11.6,May,2004,0.0
557,2004-06-01,Netherlands,NLD,14.9,June,2004,0.0
558,2004-07-01,Netherlands,NLD,16.6,July,2004,0.0
559,2004-08-01,Netherlands,NLD,18.75,August,2004,0.0
560,2004-09-01,Netherlands,NLD,15.7,September,2004,0.0
561,2004-10-01,Netherlands,NLD,11.8,October,2004,0.0
562,2004-11-01,Netherlands,NLD,7.8,November,2004,0.0
563,2004-12-01,Netherlands,NLD,5.0,December,2004,0.0
564,2005-01-01,Netherlands,NLD,5.75,January,2005,0.0
565,2005-02-01,Netherlands,NLD,2.8666666666666667,February,2005,0.0
566,2005-03-01,Netherlands,NLD,5.6,March,2005,0.0
567,2005-04-01,Netherlands,NLD,9.3,April,2005,0.0
568,2005-05-01,Netherlands,NLD,11.5,May,2005,0.0
569,2005-06-01,Netherlands,NLD,15.4,June,2005,0.0
570,2005-07-01,Netherlands,NLD,16.8,July,2005,0.0
571,2005-08-01,Netherlands,NLD,16.2,August,2005,0.0
572,2005-09-01,Netherlands,NLD,16.3,September,2005,0.0
573,2005-10-01,Netherlands,NLD,13.66,October,2005,0.0
574,2005-11-01,Netherlands,NLD,8.5,November,2005,0.0
575,2005-12-01,Netherlands,NLD,5.3,December,2005,0.0
576,2006-01-01,Netherlands,NLD,2.0,January,2006,1.0
577,2006-02-01,Netherlands,NLD,3.2,February,2006,1.0
578,2006-03-01,Netherlands,NLD,3.4,March,2006,1.0
579,2006-04-01,Netherlands,NLD,8.15,April,2006,1.0
580,2006-05-01,Netherlands,NLD,13.5,May,2006,1.0
581,2006-06-01,Netherlands,NLD,15.299999999999999,June,2006,1.0
582,2006-07-01,Netherlands,NLD,20.8,July,2006,1.0
583,2006-08-01,Netherlands,NLD,16.9,August,2006,1.0
584,2006-09-01,Netherlands,NLD,18.166666666666668,September,2006,1.0
585,2006-10-01,Netherlands,NLD,14.2,October,2006,1.0
586,2006-11-01,Netherlands,NLD,9.9,November,2006,1.0
587,2006-12-01,Netherlands,NLD,7.7,December,2006,1.0
588,2007-01-01,Netherlands,NLD,7.699999999999999,January,2007,0.0
589,2007-02-01,Netherlands,NLD,6.0,February,2007,0.0
590,2007-03-01,Netherlands,NLD,7.9,March,2007,0.0
591,2007-04-01,Netherlands,NLD,11.5,April,2007,0.0
592,2007-05-01,Netherlands,NLD,13.166666666666666,May,2007,0.0
593,2007-06-01,Netherlands,NLD,16.1,June,2007,0.0
594,2007-07-01,Netherlands,NLD,16.5,July,2007,0.0
595,2007-08-01,Netherlands,NLD,17.2,August,2007,0.0
596,2007-09-01,Netherlands,NLD,14.8,September,2007,0.0
597,2007-10-01,Netherlands,NLD,10.966666666666667,October,2007,0.0
598,2007-11-01,Netherlands,NLD,7.925000000000001,November,2007,0.0
599,2007-12-01,Netherlands,NLD,4.5200000000000005,December,2007,0.0
600,2008-01-01,Netherlands,NLD,6.4,January,2008,0.0
601,2008-02-01,Netherlands,NLD,5.2,February,2008,0.0
602,2008-03-01,Netherlands,NLD,5.8,March,2008,0.0
603,2008-04-01,Netherlands,NLD,8.566666666666668,April,2008,0.0
604,2008-05-01,Netherlands,NLD,14.775,May,2008,0.0
605,2008-06-01,Netherlands,NLD,15.7,June,2008,0.0
606,2008-07-01,Netherlands,NLD,17.666666666666668,July,2008,0.0
607,2008-08-01,Netherlands,NLD,17.5,August,2008,0.0
608,2008-09-01,Netherlands,NLD,14.200000000000001,September,2008,0.0
609,2008-10-01,Netherlands,NLD,10.825,October,2008,0.0
610,2008-11-01,Netherlands,NLD,7.566666666666666,November,2008,0.0
611,2008-12-01,Netherlands,NLD,3.225,December,2008,0.0
612,2009-01-01,Netherlands,NLD,1.7249999999999999,January,2009,0.0
613,2009-02-01,Netherlands,NLD,3.2,February,2009,0.0
614,2009-03-01,Netherlands,NLD,5.8,March,2009,0.0
615,2009-04-01,Netherlands,NLD,11.0,April,2009,0.0
616,2009-05-01,Netherlands,NLD,13.0,May,2009,0.0
617,2009-06-01,Netherlands,NLD,15.1,June,2009,0.0
618,2009-07-01,Netherlands,NLD,17.85,July,2009,0.0
619,2009-08-01,Netherlands,NLD,18.64,August,2009,0.0
620,2009-09-01,Netherlands,NLD,15.833333333333334,September,2009,0.0
621,2009-10-01,Netherlands,NLD,11.35,October,2009,0.0
622,2009-11-01,Netherlands,NLD,9.65,November,2009,0.0
623,2009-12-01,Netherlands,NLD,3.25,December,2009,0.0
624,2010-01-01,Netherlands,NLD,0.45999999999999996,January,2010,0.0
625,2010-02-01,Netherlands,NLD,1.2,February,2010,0.0
626,2010-03-01,Netherlands,NLD,5.6,March,2010,0.0
627,2010-04-01,Netherlands,NLD,8.35,April,2010,0.0
628,2010-05-01,Netherlands,NLD,9.566666666666668,May,2010,0.0
629,2010-06-01,Netherlands,NLD,14.75,June,2010,0.0
630,2010-07-01,Netherlands,NLD,18.9,July,2010,0.0
631,2010-08-01,Netherlands,NLD,16.65,August,2010,0.0
632,2010-09-01,Netherlands,NLD,14.200000000000001,September,2010,0.0
633,2010-10-01,Netherlands,NLD,11.7,October,2010,0.0
634,2010-11-01,Netherlands,NLD,6.45,November,2010,0.0
635,2010-12-01,Netherlands,NLD,0.35,December,2010,0.0
636,2011-01-01,Netherlands,NLD,3.975,January,2011,0.0
637,2011-02-01,Netherlands,NLD,4.266666666666667,February,2011,0.0
638,2011-03-01,Netherlands,NLD,5.2,March,2011,0.0
639,2011-04-01,Netherlands,NLD,11.033333333333333,April,2011,0.0
640,2011-05-01,Netherlands,NLD,12.775,May,2011,0.0
641,2011-06-01,Netherlands,NLD,15.45,June,2011,0.0
642,2011-07-01,Netherlands,NLD,15.440000000000001,July,2011,0.0
643,2011-08-01,Netherlands,NLD,16.6,August,2011,0.0
644,2011-09-01,Netherlands,NLD,15.733333333333334,September,2011,0.0
645,2011-10-01,Netherlands,NLD,11.9,October,2011,0.0
646,2011-11-01,Netherlands,NLD,8.379999999999999,November,2011,0.0
647,2011-12-01,Netherlands,NLD,7.1000000000000005,December,2011,0.0
648,2012-01-01,Netherlands,NLD,5.25,January,2012,0.0
649,2012-02-01,Netherlands,NLD,0.9400000000000001,February,2012,0.0
650,2012-03-01,Netherlands,NLD,7.1,March,2012,0.0
651,2012-04-01,Netherlands,NLD,7.466666666666666,April,2012,0.0
652,2012-05-01,Netherlands,NLD,11.6,May,2012,0.0
653,2012-06-01,Netherlands,NLD,14.3,June,2012,0.0
654,2012-07-01,Netherlands,NLD,16.45,July,2012,0.0
655,2012-08-01,Netherlands,NLD,18.35,August,2012,0.0
656,2012-09-01,Netherlands,NLD,14.533333333333333,September,2012,0.0
657,2012-10-01,Netherlands,NLD,10.850000000000001,October,2012,0.0
658,2012-11-01,Netherlands,NLD,7.925000000000001,November,2012,0.0
659,2012-12-01,Netherlands,NLD,5.3,December,2012,0.0
660,2013-01-01,Netherlands,NLD,2.4,January,2013,0.0
661,2013-02-01,Netherlands,NLD,2.0,February,2013,0.0
662,2013-03-01,Netherlands,NLD,2.0,March,2013,0.0
663,2013-04-01,Netherlands,NLD,6.975,April,2013,0.0
664,2013-05-01,Netherlands,NLD,10.6,May,2013,0.0
665,2013-06-01,Netherlands,NLD,14.040000000000001,June,2013,0.0
666,2013-07-01,Netherlands,NLD,18.119999999999997,July,2013,0.0
667,2013-08-01,Netherlands,NLD,17.975,August,2013,0.0
668,2013-09-01,Netherlands,NLD,15.0,September,2013,0.0
669,2013-10-01,Netherlands,NLD,12.52,October,2013,0.0
670,2013-11-01,Netherlands,NLD,8.700000000000001,November,2013,0.0
671,2013-12-01,Netherlands,NLD,6.8,December,2013,0.0
672,2014-01-01,Netherlands,NLD,5.949999999999999,January,2014,0.0
673,2014-02-01,Netherlands,NLD,6.45,February,2014,0.0
674,2014-03-01,Netherlands,NLD,7.8,March,2014,0.0
675,2014-04-01,Netherlands,NLD,10.299999999999999,April,2014,0.0
676,2014-05-01,Netherlands,NLD,13.1,May,2014,0.0
677,2014-06-01,Netherlands,NLD,15.5,June,2014,0.0
678,2014-07-01,Netherlands,NLD,19.3,July,2014,0.0
679,2014-08-01,Netherlands,NLD,16.419999999999998,August,2014,0.0
680,2014-09-01,Netherlands,NLD,16.7,September,2014,0.0
681,2014-10-01,Netherlands,NLD,13.75,October,2014,0.0
682,2014-11-01,Netherlands,NLD,8.350000000000001,November,2014,0.0
683,2014-12-01,Netherlands,NLD,6.300000000000001,December,2014,0.0
684,2015-01-01,Netherlands,NLD,5.1,January,2015,0.0
685,2015-02-01,Netherlands,NLD,4.1000000000000005,February,2015,0.0
686,2015-03-01,Netherlands,NLD,6.1,March,2015,0.0
687,2015-04-01,Netherlands,NLD,7.9399999999999995,April,2015,0.0
688,2015-05-01,Netherlands,NLD,11.3,May,2015,0.0
689,2015-06-01,Netherlands,NLD,14.6,June,2015,0.0
690,2015-07-01,Netherlands,NLD,17.9,July,2015,0.0
691,2015-08-01,Netherlands,NLD,18.35,August,2015,0.0
692,2015-09-01,Netherlands,NLD,14.066666666666668,September,2015,0.0
693,2015-10-01,Netherlands,NLD,11.16,October,2015,0.0
694,2015-11-01,Netherlands,NLD,10.459999999999999,November,2015,0.0
695,2015-12-01,Netherlands,NLD,9.633333333333333,December,2015,0.0
696,2016-01-01,Netherlands,NLD,5.125,January,2016,0.0
697,2016-02-01,Netherlands,NLD,5.15,February,2016,0.0
698,2016-03-01,Netherlands,NLD,5.5,March,2016,0.0
699,2016-04-01,Netherlands,NLD,8.55,April,2016,0.0
700,2016-05-01,Netherlands,NLD,12.95,May,2016,0.0
701,2016-06-01,Netherlands,NLD,15.633333333333333,June,2016,0.0
702,2016-07-01,Netherlands,NLD,17.85,July,2016,0.0
703,2016-08-01,Netherlands,NLD,18.033333333333335,August,2016,0.0
704,2016-09-01,Netherlands,NLD,18.4,September,2016,0.0
705,2016-10-01,Netherlands,NLD,10.866666666666667,October,2016,0.0
706,2016-11-01,Netherlands,NLD,6.666666666666667,November,2016,0.0
707,2016-12-01,Netherlands,NLD,5.966666666666666,December,2016,0.0
708,2017-01-01,Netherlands,NLD,2.3,January,2017,0.0
709,2017-02-01,Netherlands,NLD,4.540000000000001,February,2017,0.0
710,2017-03-01,Netherlands,NLD,7.9,March,2017,0.0
711,2017-04-01,Netherlands,NLD,8.1,April,2017,0.0
712,2017-05-01,Netherlands,NLD,14.166666666666666,May,2017,0.0
713,2017-06-01,Netherlands,NLD,17.133333333333333,June,2017,0.0
714,2017-07-01,Netherlands,NLD,17.733333333333334,July,2017,0.0
715,2017-08-01,Netherlands,NLD,17.5,August,2017,0.0
716,2017-09-01,Netherlands,NLD,14.5,September,2017,0.0
717,2017-10-01,Netherlands,NLD,13.533333333333333,October,2017,0.0
718,2017-11-01,Netherlands,NLD,8.675,November,2017,0.0
719,2017-12-01,Netherlands,NLD,5.6000000000000005,December,2017,0.0
720,2018-01-01,Netherlands,NLD,5.4799999999999995,January,2018,1.0
721,2018-02-01,Netherlands,NLD,1.6,February,2018,1.0
722,2018-03-01,Netherlands,NLD,3.8,March,2018,1.0
723,2018-04-01,Netherlands,NLD,10.700000000000001,April,2018,1.0
724,2018-05-01,Netherlands,NLD,14.425,May,2018,1.0
725,2018-06-01,Netherlands,NLD,16.55,June,2018,1.0
726,2018-07-01,Netherlands,NLD,19.65,July,2018,1.0
727,2018-08-01,Netherlands,NLD,18.625,August,2018,1.0
728,2018-09-01,Netherlands,NLD,15.5,September,2018,1.0
729,2018-10-01,Netherlands,NLD,12.8,October,2018,1.0
730,2018-11-01,Netherlands,NLD,7.15,November,2018,1.0
731,2018-12-01,Netherlands,NLD,6.7,December,2018,1.0
732,2019-01-01,Netherlands,NLD,4.35,January,2019,1.0
733,2019-02-01,Netherlands,NLD,6.3,February,2019,1.0
734,2019-03-01,Netherlands,NLD,7.5,March,2019,1.0
735,2019-04-01,Netherlands,NLD,9.933333333333334,April,2019,1.0
736,2019-05-01,Netherlands,NLD,10.959999999999999,May,2019,1.0
737,2019-06-01,Netherlands,NLD,16.683333333333334,June,2019,1.0
738,2019-07-01,Netherlands,NLD,17.966666666666665,July,2019,1.0
739,2019-08-01,Netherlands,NLD,18.62,August,2019,1.0
740,2019-09-01,Netherlands,NLD,15.4,September,2019,1.0
741,2019-10-01,Netherlands,NLD,11.95,October,2019,1.0
742,2019-11-01,Netherlands,NLD,6.9,November,2019,1.0
743,2019-12-01,Netherlands,NLD,6.525,December,2019,1.0
744,2020-01-01,Netherlands,NLD,6.7,January,2020,1.0
745,2020-02-01,Netherlands,NLD,7.125,February,2020,1.0
746,2020-03-01,Netherlands,NLD,6.7,March,2020,1.0
747,2020-04-01,Netherlands,NLD,10.325,April,2020,1.0
748,2020-05-01,Netherlands,NLD,12.625,May,2020,1.0
749,2020-06-01,Netherlands,NLD,16.675,June,2020,1.0
750,2020-07-01,Netherlands,NLD,16.6,July,2020,1.0
751,2020-08-01,Netherlands,NLD,20.15,August,2020,1.0
752,2020-09-01,Netherlands,NLD,15.64,September,2020,1.0
753,2020-10-01,Netherlands,NLD,12.0,October,2020,1.0
754,2020-11-01,Netherlands,NLD,9.4,November,2020,1.0
755,2020-12-01,Netherlands,NLD,6.24,December,2020,1.0
756,2021-01-01,Netherlands,NLD,4.033333333333333,January,2021,0.0
757,2021-02-01,Netherlands,NLD,3.644444444444444,February,2021,0.0
758,2021-03-01,Netherlands,NLD,6.1,March,2021,0.0
759,2021-04-01,Netherlands,NLD,6.433333333333334,April,2021,0.0
760,2021-05-01,Netherlands,NLD,10.31111111111111,May,2021,0.0
761,2021-06-01,Netherlands,NLD,16.41111111111111,June,2021,0.0
762,2021-07-01,Netherlands,NLD,17.522222222222222,July,2021,0.0
763,2021-08-01,Netherlands,NLD,16.96,August,2021,0.0
764,2021-09-01,Netherlands,NLD,16.509999999999998,September,2021,0.0
765,2021-10-01,Netherlands,NLD,12.58,October,2021,0.0
766,2021-11-01,Netherlands,NLD,8.83,November,2021,0.0
767,2021-12-01,Netherlands,NLD,5.92,December,2021,0.0
768,1990-01-01,Belgium,BEL,5.2,January,1990,0.0
769,1990-02-01,Belgium,BEL,7.9,February,1990,0.0
770,1990-03-01,Belgium,BEL,8.7,March,1990,0.0
771,1990-04-01,Belgium,BEL,8.9,April,1990,0.0
772,1990-05-01,Belgium,BEL,14.9,May,1990,0.0
773,1990-06-01,Belgium,BEL,15.4,June,1990,0.0
774,1990-07-01,Belgium,BEL,18.1,July,1990,0.0
775,1990-08-01,Belgium,BEL,19.7,August,1990,0.0
776,1990-09-01,Belgium,BEL,13.0,September,1990,0.0
777,1990-10-01,Belgium,BEL,12.6,October,1990,0.0
778,1990-11-01,Belgium,BEL,6.2,November,1990,0.0
779,1990-12-01,Belgium,BEL,3.5,December,1990,0.0
780,1991-01-01,Belgium,BEL,3.4,January,1991,0.0
781,1991-02-01,Belgium,BEL,0.0,February,1991,0.0
782,1991-03-01,Belgium,BEL,9.5,March,1991,0.0
783,1991-04-01,Belgium,BEL,8.9,April,1991,0.0
784,1991-05-01,Belgium,BEL,10.4,May,1991,0.0
785,1991-06-01,Belgium,BEL,13.2,June,1991,0.0
786,1991-07-01,Belgium,BEL,18.9,July,1991,0.0
787,1991-08-01,Belgium,BEL,19.0,August,1991,0.0
788,1991-09-01,Belgium,BEL,16.3,September,1991,0.0
789,1991-10-01,Belgium,BEL,10.6,October,1991,0.0
790,1991-11-01,Belgium,BEL,5.8,November,1991,0.0
791,1991-12-01,Belgium,BEL,3.6,December,1991,0.0
792,1992-01-01,Belgium,BEL,2.6,January,1992,0.0
793,1992-02-01,Belgium,BEL,5.0,February,1992,0.0
794,1992-03-01,Belgium,BEL,7.3,March,1992,0.0
795,1992-04-01,Belgium,BEL,9.2,April,1992,0.0
796,1992-05-01,Belgium,BEL,15.7,May,1992,0.0
797,1992-06-01,Belgium,BEL,16.8,June,1992,0.0
798,1992-07-01,Belgium,BEL,18.4,July,1992,0.0
799,1992-08-01,Belgium,BEL,18.1,August,1992,0.0
800,1992-09-01,Belgium,BEL,14.6,September,1992,0.0
801,1992-10-01,Belgium,BEL,7.8,October,1992,0.0
802,1992-11-01,Belgium,BEL,7.6,November,1992,0.0
803,1992-12-01,Belgium,BEL,3.8,December,1992,0.0
804,1993-01-01,Belgium,BEL,5.6,January,1993,0.0
805,1993-02-01,Belgium,BEL,2.2,February,1993,0.0
806,1993-03-01,Belgium,BEL,6.8,March,1993,0.0
807,1993-04-01,Belgium,BEL,11.8,April,1993,0.0
808,1993-05-01,Belgium,BEL,14.9,May,1993,0.0
809,1993-06-01,Belgium,BEL,16.7,June,1993,0.0
810,1993-07-01,Belgium,BEL,16.7,July,1993,0.0
811,1993-08-01,Belgium,BEL,15.9,August,1993,0.0
812,1993-09-01,Belgium,BEL,13.6,September,1993,0.0
813,1993-10-01,Belgium,BEL,9.2,October,1993,0.0
814,1993-11-01,Belgium,BEL,2.8,November,1993,0.0
815,1993-12-01,Belgium,BEL,5.1,December,1993,0.0
816,1994-01-01,Belgium,BEL,4.8,January,1994,0.0
817,1994-02-01,Belgium,BEL,2.8,February,1994,0.0
818,1994-03-01,Belgium,BEL,7.8,March,1994,0.0
819,1994-04-01,Belgium,BEL,9.0,April,1994,0.0
820,1994-05-01,Belgium,BEL,12.9,May,1994,0.0
821,1994-06-01,Belgium,BEL,16.4,June,1994,0.0
822,1994-07-01,Belgium,BEL,21.8,July,1994,0.0
823,1994-08-01,Belgium,BEL,17.8,August,1994,0.0
824,1994-09-01,Belgium,BEL,13.5,September,1994,0.0
825,1994-10-01,Belgium,BEL,10.0,October,1994,0.0
826,1994-11-01,Belgium,BEL,10.4,November,1994,0.0
827,1994-12-01,Belgium,BEL,5.5,December,1994,0.0
828,1995-01-01,Belgium,BEL,4.0,January,1995,0.0
829,1995-02-01,Belgium,BEL,6.8,February,1995,0.0
830,1995-03-01,Belgium,BEL,5.7,March,1995,0.0
831,1995-04-01,Belgium,BEL,9.1,April,1995,0.0
832,1995-05-01,Belgium,BEL,13.6,May,1995,0.0
833,1995-06-01,Belgium,BEL,14.6,June,1995,0.0
834,1995-07-01,Belgium,BEL,20.9,July,1995,0.0
835,1995-08-01,Belgium,BEL,20.4,August,1995,0.0
836,1995-09-01,Belgium,BEL,14.0,September,1995,0.0
837,1995-10-01,Belgium,BEL,13.7,October,1995,0.0
838,1995-11-01,Belgium,BEL,7.0,November,1995,0.0
